Name,Site type,Community,Location,lat,lon,lat2,lon2
Llyswen Camp,Hillfort,Bronllys,"52°01′58″N 3°16′24″W﻿ / ﻿52.0327°N 3.2732°W, SO127379",52.0075813,-3.2497054,52.0075813,-3.2497054
Twyn-y-Gaer,Hillfort,Cray,"51°55′29″N 3°34′06″W﻿ / ﻿51.9248°N 3.5682°W, SN922263",51.89339270000001,-3.625444032589439,51.89339270000001,-3.625444032589439
Llanfilo Camp,Hillfort,Felin-fach,"51°59′09″N 3°17′30″W﻿ / ﻿51.9859°N 3.2916°W, SO113327",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Western Camp,Enclosure,Felin-fach,"51°59′07″N 3°17′47″W﻿ / ﻿51.9854°N 3.2963°W, SO110326",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Craig Cerrig-Gleisiad Prehistoric Settlement,Unenclosed hut circle,Glyn Tarell,"51°53′21″N 3°30′19″W﻿ / ﻿51.8892°N 3.5054°W, SN964222",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Enclosure West of Nant Cwm Llwch,Enclosure - Domestic,Glyn Tarell,"51°54′28″N 3°27′07″W﻿ / ﻿51.9077°N 3.452°W, SO002242",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Rhyd Uchaf Hillfort,Hillfort,Glyn Tarell,"51°50′57″N 3°28′17″W﻿ / ﻿51.8493°N 3.4714°W, SN987177",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Waunfaeog Hillfort,Hillfort,Glyn Tarell,"51°54′40″N 3°27′55″W﻿ / ﻿51.911°N 3.4654°W, SN992246",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Gwernyfed Park Camp,Hillfort,Gwernyfed,"52°01′51″N 3°12′14″W﻿ / ﻿52.0308°N 3.2038°W, SO175376",52.02463815,-3.1838575428983353,52.02463815,-3.1838575428983353
Twyn-y-Gaer,Enclosure,Honddu Isaf,"52°00′28″N 3°22′44″W﻿ / ﻿52.0077°N 3.3788°W, SO054352",52.00205105,-3.3884471985989677,52.00205105,-3.3884471985989677
Pen-llys Earthwork,Enclosure,Llanafan Fawr,"52°12′55″N 3°28′03″W﻿ / ﻿52.2152°N 3.4674°W, SN998584",52.1895852,-3.5091557,52.1895852,-3.5091557
"Bipartite enclosure 1 km SSE of Pen Allt-Mawr, Cwm Banw",Enclosure - Agriculture,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°54′16″N 3°08′42″W﻿ / ﻿51.9044°N 3.145°W, SO213234",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Bwlch Enclosure,Enclosure - Defensive,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′38″N 3°14′05″W﻿ / ﻿51.894°N 3.2347°W, SO151224",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Coed y Gaer,Enclosure,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°54′32″N 3°11′56″W﻿ / ﻿51.9088°N 3.199°W, SO176240",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
"Kidney-shaped enclosure 1 km SE of Pen Allt-Mawr, Cwm Banw",Enclosure - Agriculture,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°54′30″N 3°08′26″W﻿ / ﻿51.9083°N 3.1405°W, SO216239",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Myarth Camp,Hillfort,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°52′44″N 3°12′09″W﻿ / ﻿51.879°N 3.2026°W, SO173207",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Coed y Brenin Enclosure,Enclosure - Domestic,Llanfrynach,"51°54′23″N 3°21′33″W﻿ / ﻿51.9063°N 3.3592°W, SO065239",51.9224348,-3.3480056,51.9224348,-3.3480056
Coed y Caerau Camp,Hillfort,Llanfrynach,"51°54′24″N 3°21′15″W﻿ / ﻿51.9066°N 3.3543°W, SO069239",51.9224348,-3.3480056,51.9224348,-3.3480056
Plas-y-Gaer Camp,Hillfort,Llanfrynach,"51°54′43″N 3°24′27″W﻿ / ﻿51.9119°N 3.4074°W, SO032246",51.9224348,-3.3480056,51.9224348,-3.3480056
Twyn Llechfaen Hillfort,Hillfort,Llanfrynach,"51°57′10″N 3°20′13″W﻿ / ﻿51.9529°N 3.3369°W, SO082291",51.9224348,-3.3480056,51.9224348,-3.3480056
Coed Pentwyn Hillfort,Hillfort,Llangattock,"51°50′20″N 3°10′18″W﻿ / ﻿51.8388°N 3.1717°W, SO193162",51.8520145,-3.1472084,51.8520145,-3.1472084
Ffawyddog Gaer,Hillfort,Llangattock,"51°51′31″N 3°10′09″W﻿ / ﻿51.8587°N 3.1692°W, SO195184",51.8520145,-3.1472084,51.8520145,-3.1472084
Allt yr Esgair Camp,Hillfort,Llangors,"51°54′43″N 3°16′21″W﻿ / ﻿51.912°N 3.2724°W, SO125244",51.9409267,-3.2582463,51.9409267,-3.2582463
Crugian Bach Enclosure,Enclosure,Llanwrthwl,"52°14′58″N 3°34′04″W﻿ / ﻿52.2494°N 3.5677°W, SN930624",52.2619815,-3.5037202,52.2619815,-3.5037202
Prehistoric Enclosure & Settlement Site on Craig y Llysiau,Enclosure,Llanwrthwl,"52°14′16″N 3°38′00″W﻿ / ﻿52.2378°N 3.6332°W, SN885612",52.2619815,-3.5037202,52.2619815,-3.5037202
Enclosure 500m W of Dixies Corner,Enclosure,Maescar,"52°00′59″N 3°38′54″W﻿ / ﻿52.0163°N 3.6482°W, SN869366",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Corn y Fan Camp,Hillfort,Merthyr Cynog,"52°00′28″N 3°28′48″W﻿ / ﻿52.0079°N 3.4801°W, SN985354",52.0259866,-3.4803586,52.0259866,-3.4803586
Cornelau Uchaf Enclosure,Enclosure,Merthyr Cynog,"52°03′08″N 3°25′00″W﻿ / ﻿52.0522°N 3.4167°W, SO029402",52.0259866,-3.4803586,52.0259866,-3.4803586
Gaer Fach,Hillfort,Merthyr Cynog,"52°01′09″N 3°26′43″W﻿ / ﻿52.0193°N 3.4452°W, SO009366",52.0259866,-3.4803586,52.0259866,-3.4803586
Gaer Fawr,Hillfort,Merthyr Cynog,"52°01′55″N 3°25′44″W﻿ / ﻿52.0319°N 3.429°W, SO020380",52.0259866,-3.4803586,52.0259866,-3.4803586
Castell Dinas,Hillfort,Talgarth,"51°57′47″N 3°11′47″W﻿ / ﻿51.9631°N 3.1965°W, SO178300",51.9964038,-3.2323446,51.9964038,-3.2323446
Enclosure on Cockit Hill,Hillfort,Talgarth,"51°56′31″N 3°13′22″W﻿ / ﻿51.9419°N 3.2229°W, SO160277",51.9964038,-3.2323446,51.9964038,-3.2323446
Enclosure West of Sorgwm,Enclosure - Defensive,Talgarth,"51°56′19″N 3°13′00″W﻿ / ﻿51.9387°N 3.2166°W, SO164273",51.9964038,-3.2323446,51.9964038,-3.2323446
Talgarth Camp,Hillfort,Talgarth,"51°59′09″N 3°13′50″W﻿ / ﻿51.9858°N 3.2306°W, SO155326",51.9964038,-3.2323446,51.9964038,-3.2323446
Cwm Criban Prehistoric Settlement,Hut circle settlement,Talybont-on-Usk,"51°48′43″N 3°21′03″W﻿ / ﻿51.8119°N 3.3509°W, SO069134",51.8959365,-3.2877765,51.8959365,-3.2877765
Enclosure W of Allt yr Esgair,Enclosure,Talybont-on-Usk,"51°54′34″N 3°16′34″W﻿ / ﻿51.9095°N 3.2762°W, SO123242",51.8959365,-3.2877765,51.8959365,-3.2877765
Tump Wood Camp,Hillfort,Talybont-on-Usk,"51°53′06″N 3°17′26″W﻿ / ﻿51.885°N 3.2906°W, SO112215",51.8959365,-3.2877765,51.8959365,-3.2877765
Tyle Clydach Hillfort,Hillfort,Talybont-on-Usk,"51°53′14″N 3°18′46″W﻿ / ﻿51.8871°N 3.3129°W, SO097217",51.8959365,-3.2877765,51.8959365,-3.2877765
"Y Gaer, Dol-y-Gaer",Hillfort,Talybont-on-Usk,"51°49′25″N 3°21′58″W﻿ / ﻿51.8237°N 3.3662°W, SO059147",51.8959365,-3.2877765,51.8959365,-3.2877765
Craig-y-Rhiwarth Hillfort,Hillfort,Tawe-Uchaf,"51°49′42″N 3°40′33″W﻿ / ﻿51.8282°N 3.6759°W, SN845157",51.8074117,-3.662394999330192,51.8074117,-3.662394999330192
Hut Circle West of Saith Maen,Unenclosed hut circle settlement,Tawe-Uchaf,"51°49′21″N 3°42′02″W﻿ / ﻿51.8224°N 3.7005°W, SN828151",51.8074117,-3.662394999330192,51.8074117,-3.662394999330192
Coed Cefn Hillfort,Hillfort,The Vale of Grwyney,"51°51′38″N 3°07′20″W﻿ / ﻿51.8606°N 3.1222°W, SO228185",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Crug Hywel Camp,Hillfort,The Vale of Grwyney,"51°52′45″N 3°07′35″W﻿ / ﻿51.8792°N 3.1264°W, SO225206",51.912584100000004,-3.0963667633510727,51.912584100000004,-3.0963667633510727
Twyn-y-Gaer,Hillfort,Trallong,"51°56′30″N 3°28′15″W﻿ / ﻿51.9416°N 3.4707°W, SN990280",51.9545755,-3.5059792,51.9545755,-3.5059792
Twyn-y-Gaer,Hillfort,Trallong,"51°57′52″N 3°30′04″W﻿ / ﻿51.9644°N 3.5011°W, SN969306",51.9545755,-3.5059792,51.9545755,-3.5059792
Coed Fenni-Fach Camp,Hillfort,Yscir,"51°57′17″N 3°26′11″W﻿ / ﻿51.9547°N 3.4363°W, SO013294",51.973521,-3.4568556829375163,51.973521,-3.4568556829375163
Pen-y-Crug,Hillfort,Yscir,"51°57′48″N 3°24′51″W﻿ / ﻿51.9632°N 3.4142°W, SO029303",51.973521,-3.4568556829375163,51.973521,-3.4568556829375163
Dyffryn Nedd,Enclosure,Ystradfellte,"51°48′10″N 3°34′38″W﻿ / ﻿51.8029°N 3.5772°W, SN913127",51.809498,-3.5533027,51.809498,-3.5533027
Gelli-nedd Hillfort,Hillfort,Ystradfellte,"51°48′50″N 3°34′18″W﻿ / ﻿51.8139°N 3.5718°W, SN917139",51.809498,-3.5533027,51.809498,-3.5533027
Settlement East of Afon Llia,Settlement,Ystradfellte,"51°51′03″N 3°33′26″W﻿ / ﻿51.8507°N 3.5572°W, SN928180",51.809498,-3.5533027,51.809498,-3.5533027
Ton Teg Hut Settlement,House platform,Ystradfellte,"51°50′18″N 3°29′56″W﻿ / ﻿51.8382°N 3.4989°W, SN968165",51.809498,-3.5533027,51.809498,-3.5533027
Roman Fort at Pen y Gaer,Roman fort,Llanfihangel Cwmdu with Bwlch and Cathedine,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°53′23″N 3°12′35″W﻿ / ﻿51.8897°N 3.2098°W, SO168219",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Abererbwll Roman Fort,Roman fort,Llangamarch,"52°03′36″N 3°40′46″W﻿ / ﻿52.06°N 3.6794°W, SN849415",52.113637,-3.5556209,52.113637,-3.5556209
Y Pigwyn,Marching camp,Llywel,"51°58′01″N 3°42′26″W﻿ / ﻿51.967°N 3.7071°W, SN828312",51.9575999,-3.6464031,51.9575999,-3.6464031
"Roman Road on Mynydd Illtyd, south-western section",Road,Maescar,"51°55′13″N 3°30′44″W﻿ / ﻿51.9202°N 3.5123°W, SN960257",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
"Roman Road on Mynydd Illtyd, North-Eastern section",Road,Trallong,"51°55′40″N 3°30′02″W﻿ / ﻿51.9277°N 3.5005°W, SN969265",51.9545755,-3.5059792,51.9545755,-3.5059792
Caerau Roman Site,Roman fort,Treflys,"52°08′23″N 3°34′27″W﻿ / ﻿52.1398°N 3.5743°W, SN923502",52.1584196,-3.6115212850536067,52.1584196,-3.6115212850536067
Tynewydd Roman Road,Road,Treflys,"52°09′13″N 3°33′23″W﻿ / ﻿52.1536°N 3.5563°W, SN936517",52.1584196,-3.6115212850536067,52.1584196,-3.6115212850536067
Brecon Gaer Roman Fort,Roman fort,Yscir,"51°57′23″N 3°27′06″W﻿ / ﻿51.9565°N 3.4517°W, SO003296",51.973521,-3.4568556829375163,51.973521,-3.4568556829375163
Roman Marching Camp NE of Maen Madog,Marching camp,Ystradfellte,"51°50′07″N 3°33′49″W﻿ / ﻿51.8354°N 3.5637°W, SN923163",51.809498,-3.5533027,51.809498,-3.5533027
Section of Road NE of Coelbren Fort,Road,Ystradfellte,"51°47′18″N 3°38′23″W﻿ / ﻿51.7883°N 3.6397°W, SN870112",51.809498,-3.5533027,51.809498,-3.5533027
Crickadarn Camp,Enclosure,Erwood,"52°04′10″N 3°19′56″W﻿ / ﻿52.0695°N 3.3323°W, SO087420",52.0784115,-3.3188984,52.0784115,-3.3188984
Cross-Slab in Churchyard,Cross,Glyn Tarell,"51°56′36″N 3°26′20″W﻿ / ﻿51.9433°N 3.439°W, SO011281",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Cross-Slab in Church,Cross-marked stone,Honddu Isaf,"51°58′53″N 3°24′28″W﻿ / ﻿51.9815°N 3.4079°W, SO034323",52.00205105,-3.3884471985989677,52.00205105,-3.3884471985989677
Inscribed Stone in Church,Inscribed stone,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°54′25″N 3°11′33″W﻿ / ﻿51.907°N 3.1925°W, SO180238",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Cross-Slab in Church,Cross,Llanfrynach,"51°55′44″N 3°19′33″W﻿ / ﻿51.929°N 3.3257°W, SO089264",51.9224348,-3.3480056,51.9224348,-3.3480056
Crannog in Llangorse Lake,Crannog,Llangors,"51°56′01″N 3°16′07″W﻿ / ﻿51.9337°N 3.2685°W, SO128268",51.9409267,-3.2582463,51.9409267,-3.2582463
Early Christian Inscribed Stone in Defynnog Church,Inscribed stone,Maescar,"51°56′22″N 3°33′54″W﻿ / ﻿51.9394°N 3.565°W, SN925279",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Ponsticill Inscribed Stone,Inscribed stone,Talybont-on-Usk,"51°48′35″N 3°20′45″W﻿ / ﻿51.8098°N 3.3457°W, SO073132",51.8959365,-3.2877765,51.8959365,-3.2877765
Maen Madoc,Inscribed stone,Ystradfellte,"51°49′49″N 3°34′14″W﻿ / ﻿51.8302°N 3.5706°W, SN918157",51.809498,-3.5533027,51.809498,-3.5533027
Brecon Castle,Castle,Brecon,"51°56′58″N 3°23′38″W﻿ / ﻿51.9494°N 3.3938°W, SO043287",51.9472048,-3.391696,51.9472048,-3.391696
Castle Mound 800m NNW of Ty'n-y-Caeau,Motte,Brecon,"51°57′22″N 3°21′16″W﻿ / ﻿51.9561°N 3.3544°W, SO070295",51.9472048,-3.391696,51.9472048,-3.391696
St Eluned's Chapel and Well,Chapel,Brecon,"51°56′52″N 3°22′21″W﻿ / ﻿51.9478°N 3.3726°W, SO057286",51.9472048,-3.391696,51.9472048,-3.391696
Town Wall and Gatehouse at Captain's Walk,Town Wall,Brecon,"51°56′45″N 3°23′29″W﻿ / ﻿51.9458°N 3.3913°W, SO045284",51.9472048,-3.391696,51.9472048,-3.391696
Town Wall at Watton Mount,Town defences,Brecon,"51°56′48″N 3°23′18″W﻿ / ﻿51.9467°N 3.3882°W, SO046284",51.9472048,-3.391696,51.9472048,-3.391696
Bronllys Castle,Castle,Bronllys,"52°00′16″N 3°14′27″W﻿ / ﻿52.0044°N 3.2407°W, SO149347",52.0075813,-3.2497054,52.0075813,-3.2497054
Bronllys moated site,Moated Site,Bronllys,"52°00′20″N 3°14′59″W﻿ / ﻿52.0056°N 3.2497°W, SO143348",52.0075813,-3.2497054,52.0075813,-3.2497054
Builth Castle,Motte,Builth,"52°08′57″N 3°23′54″W﻿ / ﻿52.1492°N 3.3983°W, SO044510",52.144817950000004,-3.4068062324131123,52.144817950000004,-3.4068062324131123
Caer Beris,Motte,Cilmery,"52°08′46″N 3°25′09″W﻿ / ﻿52.1461°N 3.4192°W, SO029507",52.1530398,-3.4561962,52.1530398,-3.4561962
Crickhowell Castle,Castle,Crickhowell,"51°51′26″N 3°08′15″W﻿ / ﻿51.8572°N 3.1376°W, SO217182",51.859112,-3.138355,51.859112,-3.138355
Maes-Celyn Castle Mound,Motte,Crickhowell,"51°52′06″N 3°09′12″W﻿ / ﻿51.8682°N 3.1532°W, SO206194",51.859112,-3.138355,51.859112,-3.138355
Cwmhindda Deserted Rural Settlement,Platform house,Duhonw,"52°06′58″N 3°24′15″W﻿ / ﻿52.1162°N 3.4041°W, SO039473",52.12068485,-3.4381597131951835,52.12068485,-3.4381597131951835
Castle Earthwork 200m S of Coed Caeau,Ringwork,Erwood,"52°03′42″N 3°22′26″W﻿ / ﻿52.0618°N 3.3738°W, SO059412",52.0784115,-3.3188984,52.0784115,-3.3188984
Gwenddwr Deserted Village,Deserted Rural Settlement,Erwood,"52°04′53″N 3°21′59″W﻿ / ﻿52.0813°N 3.3663°W, SO064434",52.0784115,-3.3188984,52.0784115,-3.3188984
Llanfilo Moated Site,Moated Site,Felin-fach,"51°59′03″N 3°17′03″W﻿ / ﻿51.9843°N 3.2842°W, SO119325",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Medieval Building in Llanfilo Village,Building (Unclassified),Felin-fach,"51°59′27″N 3°17′01″W﻿ / ﻿51.9907°N 3.2836°W, SO119332",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Moated Site 670m NE of Lower Penwaun,Moated Site,Felin-fach,"51°58′46″N 3°20′07″W﻿ / ﻿51.9795°N 3.3352°W, SO083320",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Moated Site 800m NE of Felinfach,Moated Site,Felin-fach,"51°59′35″N 3°18′42″W﻿ / ﻿51.993°N 3.3117°W, SO100335",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Moated Site E of Pont-y-Bat Wood,Moated Site,Felin-fach,"52°00′08″N 3°17′42″W﻿ / ﻿52.0022°N 3.295°W, SO112345",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Moated Site in Llanfilo Village,Moated Site,Felin-fach,"51°59′24″N 3°17′02″W﻿ / ﻿51.9901°N 3.284°W, SO119331",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Oaklands Moated Site,Moated Site,Felin-fach,"51°58′45″N 3°20′50″W﻿ / ﻿51.9793°N 3.3473°W, SO075320",52.0089055,-3.324957976465118,52.0089055,-3.324957976465118
Cilwhybert Castle Mound,Motte,Glyn Tarell,"51°55′51″N 3°26′06″W﻿ / ﻿51.9309°N 3.4349°W, SO014267",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Craig Cerrig-Gleisiad Deserted Rural Settlement,Deserted Rural Settlement,Glyn Tarell,"51°53′31″N 3°30′17″W﻿ / ﻿51.8919°N 3.5048°W, SN965225",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Earthwork 675m W of Dan-y-Cefn,Ringwork,Glyn Tarell,"51°55′58″N 3°26′35″W﻿ / ﻿51.9327°N 3.4431°W, SO008270",51.90055735,-3.4803743100164857,51.90055735,-3.4803743100164857
Aberllynfi chapel,Chapel,Gwernyfed,"52°02′03″N 3°12′28″W﻿ / ﻿52.0342°N 3.2079°W, SH172379",52.02463815,-3.1838575428983353,52.02463815,-3.1838575428983353
Glasbury Old Church,Church,Gwernyfed,"52°02′33″N 3°12′09″W﻿ / ﻿52.0425°N 3.2024°W, SO176389",52.02463815,-3.1838575428983353,52.02463815,-3.1838575428983353
Great House Mound & Bailey Castle,Motte & Bailey,Gwernyfed,"52°02′05″N 3°12′31″W﻿ / ﻿52.0348°N 3.2085°W, SO171380",52.02463815,-3.1838575428983353,52.02463815,-3.1838575428983353
Castle Mound near Swan Hotel,Motte,Hay,"52°04′21″N 3°07′48″W﻿ / ﻿52.0726°N 3.1299°W, SO226421",-34.5092589,144.842485,-34.5092589,144.842485
Hay Castle,Castle,Hay,"52°04′25″N 3°07′33″W﻿ / ﻿52.0737°N 3.1257°W, SO229423",-34.5092589,144.842485,-34.5092589,144.842485
Castell Madoc Ringwork,Motte,Honddu Isaf,"52°01′23″N 3°25′19″W﻿ / ﻿52.0231°N 3.4219°W, SO025370",52.00205105,-3.3884471985989677,52.00205105,-3.3884471985989677
Castell Madoc Mound,Motte,Honddu Isaf,"52°01′19″N 3°25′23″W﻿ / ﻿52.0219°N 3.423°W, SO024369",52.00205105,-3.3884471985989677,52.00205105,-3.3884471985989677
Llandefaelog Fach Motte,Motte,Honddu Isaf,"51°58′52″N 3°24′33″W﻿ / ﻿51.9812°N 3.4093°W, SO033323",52.00205105,-3.3884471985989677,52.00205105,-3.3884471985989677
Earthworks SW of Church,Earthwork (unclassified),Llanafan Fawr,"52°11′21″N 3°30′47″W﻿ / ﻿52.1893°N 3.513°W, SN966556",52.1895852,-3.5091557,52.1895852,-3.5091557
Hafotau Settlement on Bryn Melys,Rectangular hut settlement,Llanafan Fawr,"52°13′42″N 3°33′57″W﻿ / ﻿52.2282°N 3.5659°W, SN931600",52.1895852,-3.5091557,52.1895852,-3.5091557
Ringwork near Coed Ty-Mawr,Ringwork,Llanafan Fawr,"52°12′27″N 3°29′06″W﻿ / ﻿52.2075°N 3.4851°W, SN986576",52.1895852,-3.5091557,52.1895852,-3.5091557
Alexanderstone Mound and Bailey Castle,Motte & Bailey,Llanddew,"51°57′42″N 3°21′02″W﻿ / ﻿51.9616°N 3.3506°W, SO073301",51.9673357,-3.3758298,51.9673357,-3.3758298
Earthworks South West of Llanddew Church,Earthwork (unclassified),Llanddew,"51°58′01″N 3°22′41″W﻿ / ﻿51.967°N 3.378°W, SO054307",51.9673357,-3.3758298,51.9673357,-3.3758298
Llanddew Castle,Castle,Llanddew,"51°58′03″N 3°22′34″W﻿ / ﻿51.9676°N 3.376°W, SO055307",51.9673357,-3.3758298,51.9673357,-3.3758298
Castell Blaen-Llynfi,Castle,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′53″N 3°14′38″W﻿ / ﻿51.898°N 3.244°W, SO145228",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Tretower Barn,Barn,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′00″N 3°11′01″W﻿ / ﻿51.8834°N 3.1837°W, SO186211",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Tretower Castle,Castle,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′02″N 3°11′10″W﻿ / ﻿51.8839°N 3.1862°W, SO184212",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Tretower Court,House (domestic),Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′00″N 3°11′05″W﻿ / ﻿51.8832°N 3.1846°W, SO185211",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Tretower Shrunken Medieval Settlement,Shrunken medieval village,Llanfihangel Cwmdu with Bwlch and Cathedine,"51°53′05″N 3°11′04″W﻿ / ﻿51.8848°N 3.1844°W, SO185213",51.90262085,-3.1999149626561274,51.90262085,-3.1999149626561274
Hen Castell,Moated Site,Llangattock,"51°50′32″N 3°08′38″W﻿ / ﻿51.8422°N 3.144°W, SO212165",51.8520145,-3.1472084,51.8520145,-3.1472084
House Platforms and Hollow Ways in the Shrunken Medieval Village of Llanfihangel Tal-y-Llyn,House platform,Llangors,"51°56′54″N 3°17′21″W﻿ / ﻿51.9483°N 3.2893°W, SO114285",51.9409267,-3.2582463,51.9409267,-3.2582463
Twmpan Castle Mound,Motte,Llangors,"51°55′22″N 3°16′22″W﻿ / ﻿51.9228°N 3.2728°W, SO125256",51.9409267,-3.2582463,51.9409267,-3.2582463
Llangynidr Deserted Medieval Village (part of),Deserted Medieval Village,Llangynidr,"51°51′56″N 3°13′45″W﻿ / ﻿51.8655°N 3.2293°W, SO154192",51.8684757,-3.2301949,51.8684757,-3.2301949
Pen Bwlych Glascwm Pillow Mounds,Pillow mound,Llangynidr,"51°50′19″N 3°19′07″W﻿ / ﻿51.8386°N 3.3185°W, SO092163",51.8684757,-3.2301949,51.8684757,-3.2301949
Llanthomas Castle Mound,Motte,Llanigon,"52°03′22″N 3°09′17″W﻿ / ﻿52.056°N 3.1548°W, SO209403",52.0546912,-3.1495678,52.0546912,-3.1495678
The Scottish Pedlar Wayside Cross,Cross,Llanigon,"52°02′25″N 3°07′30″W﻿ / ﻿52.0403°N 3.125°W, SO229385",52.0546912,-3.1495678,52.0546912,-3.1495678
Corn Drying Kiln 340m S of Cryn-Fryn,Corn-drying kiln,Llanwrthwl,"52°14′45″N 3°30′10″W﻿ / ﻿52.2457°N 3.5027°W, SN974619",52.2619815,-3.5037202,52.2619815,-3.5037202
Hafotau Settlement on Esgair Gwar-y-Cae,Rectangular hut settlement,Llanwrthwl,"52°14′27″N 3°35′08″W﻿ / ﻿52.2407°N 3.5855°W, SN918614",52.2619815,-3.5037202,52.2619815,-3.5037202
Allt Fach Deserted Rural Settlement,Deserted Rural Settlement,Llywel,"51°50′39″N 3°40′38″W﻿ / ﻿51.8441°N 3.6771°W, SN845175",51.9575999,-3.6464031,51.9575999,-3.6464031
Deserted Farmstead South of Ffynnon yr Oerfa,Rectangular hut settlement,Llywel,"51°59′10″N 3°39′17″W﻿ / ﻿51.9861°N 3.6548°W, SN864332",51.9575999,-3.6464031,51.9575999,-3.6464031
"Rectangular Hut, Afon Tawe",Rectangular hut,Llywel,"51°52′57″N 3°40′16″W﻿ / ﻿51.8825°N 3.6711°W, SN850217",51.9575999,-3.6464031,51.9575999,-3.6464031
Trecastle Mound and Bailey Castle,Motte & Bailey,Llywel,"51°56′58″N 3°37′39″W﻿ / ﻿51.9494°N 3.6274°W, SN882291",51.9575999,-3.6464031,51.9575999,-3.6464031
"Castell-Du, Sennybridge",Castle,Maescar,"51°56′37″N 3°34′23″W﻿ / ﻿51.9436°N 3.573°W, SN919284",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Clawdd British,Enclosure,Maescar,"52°01′07″N 3°39′33″W﻿ / ﻿52.0186°N 3.6591°W, SN862368",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Hirllwyn Camp,Enclosure,Maescar,"52°01′51″N 3°37′16″W﻿ / ﻿52.0308°N 3.6211°W, SN888381",51.94909105,-3.558976892027016,51.94909105,-3.558976892027016
Cefn Barn Ringwork,Ringwork,Talgarth,"51°58′28″N 3°14′45″W﻿ / ﻿51.9745°N 3.2458°W, SO145314",51.9964038,-3.2323446,51.9964038,-3.2323446
Porthamal Tower,Tower,Talgarth,"52°00′32″N 3°13′33″W﻿ / ﻿52.0088°N 3.2259°W, SO159351",51.9964038,-3.2323446,51.9964038,-3.2323446
Tredustan Castle Mound,Motte,Talgarth,"51°59′01″N 3°15′13″W﻿ / ﻿51.9836°N 3.2536°W, SO140324",51.9964038,-3.2323446,51.9964038,-3.2323446
Trefecca Castle Mound,Motte,Talgarth,"51°58′58″N 3°15′04″W﻿ / ﻿51.9827°N 3.251°W, SO141323",51.9964038,-3.2323446,51.9964038,-3.2323446
Trefecca-Fawr Moated Site,Fishpond,Talgarth,"51°58′40″N 3°14′58″W﻿ / ﻿51.9778°N 3.2494°W, SO142317",51.9964038,-3.2323446,51.9964038,-3.2323446
Cwm Cwareli Longhouse and Long Hut,Longhouse,Talybont-on-Usk,"51°53′09″N 3°22′15″W﻿ / ﻿51.8858°N 3.3707°W, SO058217",51.8959365,-3.2877765,51.8959365,-3.2877765
